Product,Cancel_Qty,Cancel_Orders,Valid_Qty,Cancel_Rate
FRENCH CHATEAU LARGE PLATTER ,5.0,1.0,70.0,6.578947368421052
CHRISTMAS GINGHAM STAR,144.0,1.0,2049.0,6.563354603463993
WHITE HANGING HEART T-LIGHT HOLDER,2578.0,42.0,36725.0,6.559128841848158
FRENCH PAISLEY CUSHION COVER,12.0,1.0,170.0,6.557377049180328
PARISIENNE CURIO CABINET,33.0,19.0,472.0,6.521739130434782
CLASSIC GLASS COOKIE JAR,93.0,34.0,1334.0,6.512605042016808
VINTAGE RED ENAMEL TRIM PLATE,55.0,7.0,790.0,6.501182033096926
BOTANICAL GARDENS WALL CLOCK ,18.0,13.0,259.0,6.474820143884892
REGENCY CAKESTAND 3 TIER,857.0,180.0,12412.0,6.458176337603618
CINAMMON & ORANGE WREATH,7.0,2.0,101.0,6.422018348623854
WHITE SKULL HOT WATER BOTTLE ,185.0,4.0,2702.0,6.405817174515235
LARGE CAKE STAND HANGING HEARTS,16.0,6.0,233.0,6.4
RETROSPOT CANDLE  MEDIUM,24.0,1.0,350.0,6.4
WALL ART TREASURE AHOY ,6.0,1.0,87.0,6.382978723404255
LOVE SEAT ANTIQUE WHITE METAL,4.0,4.0,58.0,6.349206349206349
SET OF 16 VINTAGE ROSE CUTLERY,10.0,3.0,147.0,6.329113924050633
PINK DOG CANNISTER,1.0,1.0,14.0,6.25
DANISH ROSE PHOTO FRAME,95.0,7.0,1424.0,6.25
HOME SMALL WOOD LETTERS,14.0,6.0,209.0,6.25
RED RETROSPOT OVEN GLOVE ,212.0,4.0,3187.0,6.235294117647059
LARGE WHITE/PINK ROSE ART FLOWER,24.0,1.0,360.0,6.233766233766234
RED STAR CARD HOLDER,53.0,4.0,801.0,6.1988304093567255
CURIOUS  IMAGES NOTEBOOK SET,12.0,1.0,181.0,6.185567010309279
SET OF 4 PISTACHIO LOVEBIRD COASTER,24.0,1.0,363.0,6.185567010309279
RETROSPOT LAMP,20.0,12.0,303.0,6.172839506172839
MIRRORED DISCO BALL ,42.0,8.0,644.0,6.11353711790393
3 HOOK PHOTO SHELF ANTIQUE WHITE,112.0,16.0,1723.0,6.1002178649237475
RIBBON REEL SNOWY VILLAGE,130.0,2.0,2007.0,6.080449017773621
LOLITA  DESIGN  COTTON TOTE BAG,10.0,3.0,154.0,6.0606060606060606
TRIPLE HOOK ANTIQUE IVORY ROSE,50.0,22.0,781.0,6.009615384615385
GARLAND WITH HEARTS AND BELLS,14.0,3.0,218.0,6.008583690987124
SET OF 3 BLACK FLYING DUCKS,30.0,8.0,475.0,5.928853754940711
36 DOILIES VINTAGE CHRISTMAS,324.0,3.0,5153.0,5.914567360350493
CHRISTMAS METAL TAGS ASSORTED ,180.0,4.0,2863.0,5.913272010512484
BLUE/CREAM STRIPE CUSHION COVER ,39.0,8.0,622.0,5.8912386706948645
BLACK PHOTO ALBUM ,1.0,1.0,15.0,5.88235294117647
FRYING PAN UNION FLAG,75.0,4.0,1200.0,5.877742946708464
CHARLIE+LOLA PINK HOT WATER BOTTLE,28.0,2.0,449.0,5.857740585774058
SMALL SQUARE CUT GLASS CANDLESTICK,5.0,1.0,80.0,5.813953488372093
PACK OF 6 PANETTONE GIFT BOXES,14.0,1.0,226.0,5.809128630705394
TRAVEL CARD WALLET SKULLS,128.0,8.0,2078.0,5.799728137743544
WRAP CHRISTMAS VILLAGE,300.0,3.0,4876.0,5.794861889124976
WOOD STAMP SET FLOWERS,48.0,1.0,783.0,5.769230769230769
"WHITE TEA,COFFEE,SUGAR JARS",38.0,13.0,622.0,5.748865355521937
RAIN PONCHO RETROSPOT,528.0,3.0,8755.0,5.687203791469194
FELTCRAFT HAIRBAND PINK AND BLUE,48.0,2.0,796.0,5.680473372781065
HYACINTH BULB T-LIGHT CANDLES,80.0,1.0,1328.0,5.677785663591199
FRENCH CARRIAGE LANTERN,8.0,4.0,132.0,5.673758865248227
SMALL GLASS SUNDAE DISH CLEAR,39.0,2.0,648.0,5.6686046511627906
PLACE SETTING WHITE HEART,890.0,5.0,14877.0,5.6443429731100965
SET OF 6 T-LIGHTS SNOWMEN,54.0,2.0,908.0,5.607476635514018
LUNCH BAG ALPHABET DESIGN,448.0,13.0,7554.0,5.597900787204798
IVORY REFECTORY CLOCK,12.0,1.0,202.0,5.5813953488372094
YELLOW/BLUE RETRO RADIO,1.0,1.0,16.0,5.555555555555555
CRYSTAL STUD EARRINGS ASSORTED COL ,36.0,1.0,612.0,5.546995377503852
SET OF 6 HALLOWEEN GHOST T-LIGHTS,36.0,1.0,626.0,5.429864253393665
IF YOU CAN'T STAND THE HEAT MUG,91.0,4.0,1586.0,5.423122765196663
3 DRAWER ANTIQUE WHITE WOOD CABINET,41.0,5.0,715.0,5.416116248348745
CHEST 7 DRAWER MA CAMPAGNE,2.0,1.0,34.0,5.405405405405405
SET OF 10 LANTERNS FAIRY LIGHT STAR,32.0,4.0,564.0,5.360134003350084
VINTAGE RED ENAMEL TRIM JUG ,33.0,7.0,582.0,5.357142857142857
PSYCHEDELIC TILE COASTER,24.0,1.0,423.0,5.357142857142857
SET/4 BIRD MIRROR MAGNETS ,27.0,2.0,478.0,5.33596837944664
SILVER HANGING T-LIGHT HOLDER,263.0,35.0,4665.0,5.33576790424021
BEACH HUT SHELF W 3 DRAWERS,4.0,3.0,70.0,5.333333333333334
TOADSTOOL BEDSIDE LIGHT ,14.0,7.0,248.0,5.323193916349809
SET OF 6 T-LIGHTS EASTER CHICKS,18.0,1.0,320.0,5.3097345132743365
CHILDS BREAKFAST SET SPACEBOY ,41.0,23.0,731.0,5.304010349288486
HEART DECORATION WITH PEARLS ,105.0,13.0,1875.0,5.30035335689046
SILVER M.O.P ORBIT DROP EARRINGS,1.0,1.0,17.0,5.263157894736842
PINK BUTTERFLY CUSHION COVER,1.0,1.0,17.0,5.263157894736842
BLUE CHECK BAG W HANDLE 34X20CM,1.0,1.0,17.0,5.263157894736842
PACK OF SIX LED TEA LIGHTS,96.0,1.0,1729.0,5.257393209200438
PINK  HEART CONFETTI IN TUBE,48.0,1.0,864.0,5.257393209200438
CHERUB HEART DECORATION SILVER ,72.0,3.0,1297.0,5.255474452554744
KINGS CHOICE BISCUIT TIN,18.0,8.0,324.0,5.247813411078718
JUMBO BAG VINTAGE CHRISTMAS ,271.0,7.0,4908.0,5.231660231660232
HENRIETTA HEN MUG ,16.0,4.0,293.0,5.161290322580645
CARD HOLDER LOVE BIRD LARGE ,12.0,8.0,220.0,5.150214592274678
BLUE POLKADOT COFFEE MUG,111.0,3.0,2047.0,5.141269106067623
COLOURED GLASS STAR T-LIGHT HOLDER,54.0,7.0,997.0,5.133079847908745
SET 10 NIGHT OWL LIGHTS,21.0,1.0,389.0,5.109489051094891
CERAMIC CAKE BOWL + HANGING CAKES,36.0,12.0,668.0,5.106382978723404
5 HOOK HANGER MAGIC TOADSTOOL,34.0,3.0,631.0,5.105105105105105
GLITTER STAR GARLAND WITH BELLS ,12.0,1.0,223.0,5.084745762711865
GOLD MUG BONE CHINA TREE OF LIFE,39.0,5.0,729.0,5.071521456436931
JUMBO BAG VINTAGE DOILY ,568.0,13.0,10636.0,5.069165551093262
METAL RABBIT LADDER EASTER ,4.0,1.0,74.0,5.063291139240507
STRAWBERRY FAIRY CAKE TEAPOT,40.0,20.0,751.0,5.05050505050505
MINI CAKE STAND WITH HANGING CAKES,69.0,12.0,1297.0,5.047549378200439
WHEELBARROW FOR CHILDREN ,6.0,4.0,112.0,5.042016806722689
BLUE POT PLANT CANDLE ,14.0,2.0,263.0,5.0359712230215825
SMALL SILVER TRELLIS CANDLEPOT,12.0,1.0,226.0,5.02092050209205
BATHROOM METAL SIGN,290.0,5.0,5505.0,5.003450655624569
PINK POT PLANT CANDLE,10.0,2.0,189.0,5.0
PICNIC BASKET WICKER SMALL,75.0,9.0,1427.0,4.990019960079841
T-LIGHT HOLDER HANGING LACE,40.0,1.0,765.0,4.962779156327544
DECORATION  PINK CHICK MAGIC GARDEN,20.0,2.0,383.0,4.9504950495049505
JUMBO BAG APPLES,723.0,21.0,13887.0,4.948326603244131
APRON APPLE DELIGHT,14.0,2.0,268.0,4.946996466431095
MILK PAN BLUE POLKADOT,5.0,2.0,96.0,4.901960784313726
CHILDS BREAKFAST SET CIRCUS PARADE,29.0,14.0,566.0,4.865771812080537
BREAD BIN DINER STYLE IVORY,43.0,30.0,847.0,4.8260381593714925
BLACK MEDIUM GLASS CAKE STAND,1.0,1.0,19.0,4.761904761904762
ROCKING HORSE RED CHRISTMAS ,109.0,3.0,2207.0,4.704359085023738
VINTAGE UNION JACK CUSHION COVER,18.0,6.0,364.0,4.699738903394255
LARGE POPCORN HOLDER ,43.0,15.0,873.0,4.689203925845147
BREAD BIN DINER STYLE MINT,15.0,8.0,304.0,4.6875
BIRDS MOBILE VINTAGE DESIGN,9.0,4.0,183.0,4.66321243523316
RED BABY BUNTING ,50.0,1.0,1027.0,4.638218923933209
WOODEN FRAME ANTIQUE WHITE ,305.0,15.0,6282.0,4.62962962962963
STRAWBERRY BATH SPONGE ,50.0,1.0,1029.0,4.62962962962963
ANTIQUE HEART SHELF UNIT,13.0,6.0,267.0,4.6263345195729535
WOODEN SCHOOL COLOURING SET,276.0,3.0,5695.0,4.621567314132618
BUNNY EGG GARLAND,20.0,1.0,413.0,4.6082949308755765
"METAL SIGN,CUPCAKE SINGLE HOOK",40.0,1.0,829.0,4.597701149425287
ASSORTED TUTTI FRUTTI PEN,118.0,6.0,2452.0,4.589653831194088
PAINTED YELLOW WOODEN DAISY,13.0,1.0,271.0,4.56140350877193
ROSES REGENCY TEACUP AND SAUCER ,435.0,53.0,9132.0,4.546404682274248
WHITE 3 FRAME BIRDS AND TREE ,1.0,1.0,20.0,4.545454545454546
CARNIVAL BRACELET,1.0,1.0,20.0,4.545454545454546
MIRROR CORNICE,4.0,4.0,83.0,4.545454545454546
RETRO PLASTIC DAISY TRAY,12.0,1.0,252.0,4.528301886792453
JUMBO BAG ALPHABET,594.0,14.0,12540.0,4.522268747620861
CHERRY BLOSSOM  DECORATIVE FLASK,16.0,7.0,339.0,4.49438202247191
36 PENCILS TUBE WOODLAND,75.0,4.0,1597.0,4.482964734010759
METAL 4 HOOK HANGER FRENCH CHATEAU,101.0,6.0,2151.0,4.482911673324456
NATURAL SLATE CHALKBOARD LARGE ,68.0,32.0,1452.0,4.470742932281394
EDWARDIAN PARASOL BLACK,130.0,5.0,2779.0,4.4673539518900345
SNOWSTORM PHOTO FRAME FRIDGE MAGNET,27.0,2.0,577.0,4.462809917355372
WALL ART ANIMALS AND NATURE ,7.0,2.0,149.0,4.45859872611465
PASTEL COLOUR HONEYCOMB FAN,41.0,4.0,878.0,4.456521739130435
SET OF 36 DOLLY GIRL PAPER DOILIES,2.0,1.0,42.0,4.444444444444445
ORANGE VOTIVE CANDLE,48.0,1.0,1032.0,4.440333024976873
SWEETHEART WIRE WALL TIDY,10.0,2.0,215.0,4.424778761061947
BOX OF 6 MINI VINTAGE CRACKERS,168.0,7.0,3647.0,4.40251572327044
TRIPLE PHOTO FRAME CORNICE ,35.0,17.0,761.0,4.391468005018821
TRAVEL CARD WALLET FLOWER MEADOW,78.0,5.0,1699.0,4.386951631046119
SWEETHEART WALL TIDY ,5.0,4.0,108.0,4.385964912280701
HOT BATHS SOAP HOLDER,22.0,2.0,479.0,4.382470119521913
WOODEN ADVENT CALENDAR CREAM,17.0,7.0,370.0,4.381443298969072
COSY HOUR CIGAR BOX MATCHES ,54.0,2.0,1187.0,4.3478260869565215
VINTAGE KITCHEN PRINT FRUITS,3.0,1.0,65.0,4.3478260869565215
BEACH HUT KEY CABINET,1.0,1.0,21.0,4.3478260869565215
36 PENCILS TUBE RED RETROSPOT,160.0,16.0,3523.0,4.3431053203040175
LARGE STRIPES CHOCOLATE GIFT BAG,20.0,2.0,443.0,4.310344827586207
PHOTO FRAME LINEN AND LACE SMALL,14.0,3.0,310.0,4.3076923076923075
MAGIC GARDEN FELT GARLAND ,12.0,1.0,266.0,4.301075268817205
EMERGENCY FIRST AID TIN ,40.0,7.0,890.0,4.296455424274973
BROCANTE SHELF WITH HOOKS,7.0,5.0,155.0,4.294478527607362
TRIANGULAR POUFFE VINTAGE ,2.0,1.0,44.0,4.25531914893617
CHILDRENS CUTLERY SPACEBOY ,88.0,8.0,1982.0,4.249154997585707
RUSTIC STRAWBERRY JAM POT SMALL,18.0,3.0,408.0,4.215456674473068
PINK NEW BAROQUECANDLESTICK CANDLE,20.0,2.0,455.0,4.201680672268908
HAND WARMER BABUSHKA DESIGN,203.0,7.0,4633.0,4.196816208393632
VINTAGE CARAVAN GIFT WRAP,25.0,1.0,571.0,4.1876046901172534
PACK OF 6 SMALL FRUIT STRAWS,72.0,2.0,1648.0,4.1836141778036025
SILVER FISHING GNOME ,2.0,1.0,45.0,4.166666666666666
LA PALMIERA TILE HOOK,2.0,1.0,45.0,4.166666666666666
SCOTTIES DESIGN WASHBAG,4.0,3.0,91.0,4.166666666666666
ZINC HEARTS PLANT POT HOLDER,12.0,1.0,275.0,4.166666666666666
LOVE LARGE WOOD LETTERS ,4.0,2.0,91.0,4.166666666666666
"FEATHER PEN,LIGHT PINK",84.0,2.0,1936.0,4.156358238495795
HOME GARLAND PAINTED ZINC ,36.0,2.0,833.0,4.137931034482759
BLACK CANDELABRA T-LIGHT HOLDER,30.0,2.0,694.0,4.137931034482759
PINK POLKADOT GARDEN PARASOL,5.0,2.0,115.0,4.132231404958678
FAMILY PHOTO FRAME CORNICE,36.0,25.0,837.0,4.118993135011442
GLASS TWIST BON BON JAR,3.0,1.0,69.0,4.10958904109589
METAL SIGN CUPCAKE SINGLE HOOK,20.0,1.0,470.0,4.0733197556008145
DOORMAT KEEP CALM AND COME IN,225.0,7.0,5342.0,4.040948275862069
SET OF 16 VINTAGE PISTACHIO CUTLERY,4.0,2.0,94.0,4.040404040404041
GROW YOUR OWN PLANT IN A CAN ,32.0,3.0,763.0,4.0201005025125625
SET OF 4 SANTA PLACE SETTINGS,48.0,1.0,1158.0,3.9768019884009944
I LOVE LONDON BEAKER,34.0,3.0,827.0,3.944315545243619
TOOL BOX SOFT TOY ,6.0,1.0,146.0,3.9215686274509802
 OVAL WALL MIRROR DIAMANTE ,5.0,3.0,122.0,3.90625
SPACEBOY ROCKET LOLLY MAKERS,24.0,1.0,592.0,3.889789303079417
TEA PARTY BIRTHDAY CARD,168.0,3.0,4165.0,3.876326718966313
FRENCH BLUE METAL DOOR SIGN 5,30.0,2.0,745.0,3.865979381443299
CHARLOTTE BAG VINTAGE ALPHABET ,191.0,8.0,4752.0,3.8632686084142396
ROSE FOLKART HEART DECORATIONS,17.0,2.0,423.0,3.8548752834467117
GLASS  BEURRE DISH,31.0,23.0,773.0,3.8509316770186333
SET/3 POLKADOT STACKING TINS,3.0,1.0,74.0,3.8461538461538463
FILIGREE HEART DAISY WHITE,48.0,1.0,1199.0,3.8461538461538463
HEART STRING MEMO HOLDER HANGING,25.0,2.0,626.0,3.834355828220859
BREAD BIN DINER STYLE RED ,25.0,17.0,626.0,3.834355828220859
RED RETROSPOT STORAGE JAR,12.0,2.0,300.0,3.8338658146964857
REINDEER HEART DECORATION SILVER,58.0,3.0,1461.0,3.8157894736842106
WHITE SAGE INCENSE,50.0,1.0,1260.0,3.8138825324180017
DAIRY MAID LARGE MILK JUG,13.0,8.0,327.0,3.812316715542522
PIG KEYRING WITH LIGHT & SOUND ,52.0,3.0,1316.0,3.7983929875821767
ENAMEL BREAD BIN CREAM,28.0,17.0,713.0,3.7735849056603774
MOTHER'S KITCHEN SPOON REST ,7.0,2.0,178.0,3.763440860215054
POLKADOT COFFEE CUP & SAUCER PINK,56.0,3.0,1435.0,3.753351206434316
SET OF SALT AND PEPPER TOADSTOOLS,96.0,17.0,2461.0,3.752931978107897
SET/4 DAISY MIRROR MAGNETS,19.0,2.0,487.0,3.7475345167652856
STRAWBERRY CERAMIC TRINKET BOX,363.0,52.0,9328.0,3.745356995460173
TOADSTOOL MONEY BOX,29.0,12.0,745.0,3.741935483870968
DANISH ROSE DECORATIVE PLATE,37.0,6.0,951.0,3.741152679474216
JIGSAW RABBIT AND BIRDHOUSE,21.0,4.0,541.0,3.7300177619893424
HANGING QUILTED PATCHWORK APPLES,47.0,3.0,1215.0,3.721298495645289
SHOE SHINE BOX ,2.0,1.0,51.0,3.7037037037037033
PEACE SMALL WOOD LETTERS,1.0,1.0,25.0,3.7037037037037033
SKULLS STORAGE BOX SMALL,3.0,3.0,77.0,3.7037037037037033
6 ROCKET BALLOONS ,68.0,3.0,1768.0,3.7016875340228634
3 TIER CAKE TIN GREEN AND CREAM,14.0,10.0,364.0,3.6939313984168867
BOUDOIR SQUARE TISSUE BOX,75.0,6.0,1957.0,3.689129365469749
CHERRY BLOSSOM DECORATIVE FLASK,7.0,3.0,182.0,3.684210526315789
HANGING METAL HEART LANTERN,122.0,11.0,3204.0,3.666967237751728
FIRST AID TIN,43.0,2.0,1129.0,3.6658141517476555
SMALL GLASS HEART TRINKET POT,139.0,40.0,3670.0,3.648293963254593
POSTAGE,118.0,95.0,3120.0,3.643099722136462
JAM JAR WITH GREEN LID,115.0,12.0,3047.0,3.635788808093582
LARGE PINK GLASS SUNDAE DISH,32.0,2.0,848.0,3.6322360953461974
HOT WATER BOTTLE BABUSHKA ,37.0,2.0,984.0,3.6203522504892365
GROW YOUR OWN FLOWERS SET OF 3,11.0,7.0,292.0,3.618421052631579
GLASS CHALICE GREEN  LARGE ,7.0,1.0,186.0,3.608247422680412
ENCHANTED BIRD COATHANGER 5 HOOK,29.0,4.0,775.0,3.602484472049689
DOORMAT AIRMAIL ,27.0,3.0,722.0,3.5999999999999996
PAPERWEIGHT KINGS CHOICE ,6.0,1.0,160.0,3.592814371257485
RED SPOT CERAMIC DRAWER KNOB,152.0,14.0,4080.0,3.590833923931018
PAPER CHAIN KIT VINTAGE CHRISTMAS,351.0,12.0,9433.0,3.5871231476750127
ASSORTED EASTER DECORATIONS  BELLS,21.0,2.0,564.0,3.583617747440273
BLACK DINER WALL CLOCK,2.0,1.0,53.0,3.571428571428571
GOLD SCROLL GLASS T-LIGHT HOLDER,3.0,1.0,80.0,3.571428571428571
DISCO BALL ROTATOR BATTERY OPERATED,9.0,4.0,244.0,3.543307086614173
ENAMEL WATERING CAN CREAM,20.0,7.0,544.0,3.5398230088495577
PINK DOG BOWL,16.0,5.0,436.0,3.532008830022075
CHARLOTTE BAG PINK POLKADOT,266.0,17.0,7306.0,3.5124785421893567
BREAD BIN DINER STYLE PINK,11.0,8.0,302.0,3.5031847133757963
TEA TIME DES TEA COSY,12.0,2.0,330.0,3.498542274052478
VINTAGE BEAD PINK SCARF ,12.0,1.0,330.0,3.498542274052478
POTTING SHED TEA MUG,85.0,10.0,2346.0,3.4950657894736845
GLASS  SONGBIRD STORAGE JAR,6.0,6.0,165.0,3.488372093023256
WOODEN SKITTLES GARDEN SET,11.0,8.0,305.0,3.4700315457413247
BLUE PARTY BAGS ,52.0,2.0,1451.0,3.4574468085106385
ANT SILVER LIME GREEN BOUDICCA RING,1.0,1.0,27.0,3.4482758620689653
SET OF 36 VINTAGE CHRISTMAS DOILIES,1.0,1.0,27.0,3.4482758620689653
VINTAGE RED ENAMEL TRIM MUG ,58.0,5.0,1634.0,3.4258712344949793
PANTRY SCRUBBING BRUSH,81.0,6.0,2289.0,3.4162800506115567
GREEN GIANT GARDEN THERMOMETER,14.0,7.0,395.0,3.414634146341464
CIRCUS PARADE CHILDRENS EGG CUP ,37.0,2.0,1047.0,3.410138248847926
PHARMACIE FIRST AID TIN,17.0,6.0,483.0,3.3932135728542914
ANTIQUE SILVER BAUBLE LAMP  ,13.0,5.0,374.0,3.350515463917526
RETRO PLASTIC POLKA TRAY,28.0,3.0,809.0,3.341288782816229
LARGE CERAMIC TOP STORAGE JAR,102.0,18.0,2954.0,3.3366045142296366
FLOWERS TILE HOOK,2.0,1.0,57.0,3.3333333333333335
WHITE WOOD GARDEN PLANT LADDER,25.0,17.0,724.0,3.3333333333333335
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,265.0,8.0,7757.0,3.303003863891312
ASSORTED COLOURS SILK FAN,744.0,4.0,21876.0,3.2889792670527385
SET OF 4 KNICK KNACK TINS POPPIES,28.0,9.0,823.0,3.286384976525822
VINTAGE CREAM DOG FOOD CONTAINER,28.0,8.0,826.0,3.274853801169591
SET 6 PAPER TABLE LANTERN STARS ,63.0,3.0,1860.0,3.2744282744282747
JINGLE BELL HEART ANTIQUE SILVER,120.0,1.0,3547.0,3.271537622682661
CHILDRENS TOY COOKING UTENSIL SET,23.0,8.0,680.0,3.2670454545454546
LANTERN CREAM GAZEBO ,41.0,27.0,1214.0,3.2643312101910826
RED/CREAM STRIPE CUSHION COVER ,14.0,2.0,414.0,3.263403263403263
WALL ART DOG LICENCE ,16.0,2.0,474.0,3.2586558044806515
BLUE POLKADOT GARDEN PARASOL,5.0,4.0,148.0,3.2467532467532463
PHOTO FRAME LINEN AND LACE LARGE,7.0,2.0,208.0,3.2407407407407405
LARGE CIRCULAR MIRROR MOBILE,228.0,20.0,6821.0,3.234042553191489
EGG FRYING PAN IVORY ,12.0,2.0,359.0,3.225806451612903
BISCUIT TIN VINTAGE RED,19.0,14.0,572.0,3.209459459459459
HAPPY EASTER HANGING DECORATION,7.0,3.0,211.0,3.1963470319634704
BOTANICAL LAVENDER BIRTHDAY CARD,12.0,1.0,363.0,3.1914893617021276
PAPER BUNTING COLOURED LACE,56.0,3.0,1698.0,3.190883190883191
BOX OF 6 MINI 50'S CRACKERS,116.0,6.0,3539.0,3.1728665207877462
UNION JACK FLAG PASSPORT COVER ,20.0,1.0,610.0,3.1695721077654517
STAR PORTABLE TABLE LIGHT ,9.0,2.0,275.0,3.1578947368421053
RIBBON REEL CHRISTMAS PRESENT ,40.0,2.0,1227.0,3.1545741324921135
JUMBO SHOPPER VINTAGE RED PAISLEY,342.0,11.0,10518.0,3.1488813184789612
BLUE POLKADOT WRAP,225.0,2.0,6925.0,3.1464130890784507
CHRISTMAS LIGHTS 10 REINDEER,51.0,20.0,1572.0,3.140394088669951
RECIPE BOX RETROSPOT ,93.0,21.0,2870.0,3.137651821862348
PARTY CONES CANDY ASSORTED,56.0,3.0,1729.0,3.135498320268757
15CM CHRISTMAS GLASS BALL 20 LIGHTS,41.0,22.0,1266.0,3.134556574923547
OVEN MITT APPLES DESIGN,42.0,5.0,1298.0,3.131991051454139
FROG CANDLE,2.0,1.0,61.0,3.125
WICKER STAR ,52.0,4.0,1612.0,3.123123123123123
CHRISTMAS CARD SINGING ANGEL,12.0,1.0,372.0,3.116883116883117
REGENCY SUGAR TONGS,55.0,2.0,1714.0,3.1073446327683616
CERAMIC CAKE DESIGN SPOTTED MUG,45.0,12.0,1404.0,3.103448275862069
TOY TIDY SPACEBOY  ,37.0,6.0,1156.0,3.0988274706867673
PIECE OF CAMO STATIONERY SET,108.0,1.0,3380.0,3.095442820292347
SET OF 20 VINTAGE CHRISTMAS NAPKINS,259.0,7.0,8122.0,3.089954664757814
PINK GLASS CANDLEHOLDER,5.0,4.0,156.0,3.0864197530864197
SET3 BOOK BOX GREEN GINGHAM FLOWER ,35.0,6.0,1099.0,3.0837004405286343
PARISIENNE JEWELLERY DRAWER ,24.0,17.0,765.0,3.0379746835443036
BEST DAD CANDLE LETTERS,1.0,1.0,31.0,3.0303030303030303
LUNCH BAG RED RETROSPOT,552.0,41.0,17697.0,3.0246575342465754
DELUXE SEWING KIT ,33.0,14.0,1058.0,3.021978021978022
PANTRY ROLLING PIN,75.0,12.0,2407.0,3.020539669754329
RED RETROSPOT TISSUE BOX,65.0,5.0,2087.0,3.0190431955411055
WHITE GOOSE FEATHER TREE 60CM ,8.0,2.0,256.0,3.018867924528302
T-LIGHT HOLDER SILVER HEART HANDLE,6.0,1.0,192.0,3.015075376884422
CABIN BAG VINTAGE RETROSPOT,5.0,4.0,160.0,3.0120481927710845
HANGING SPRING FLOWER EGG LARGE,28.0,3.0,901.0,3.010752688172043
TRAVEL CARD WALLET UNION JACK,78.0,8.0,2527.0,2.9930928626247124
CHICK GREY HOT WATER BOTTLE,48.0,2.0,1555.0,2.9925187032418954
BIRDHOUSE DECORATION MAGIC GARDEN,16.0,3.0,520.0,2.97951582867784
BIRD DECORATION GREEN POLKADOT,12.0,1.0,390.0,2.977667493796526
VINTAGE BEAD PINK PURSE ,25.0,2.0,814.0,2.976190476190476
MAGNETS PACK OF 4 SWALLOWS,78.0,3.0,2545.0,2.972560975609756
PINK BABY BUNTING,60.0,3.0,1965.0,2.9615004935834155
CARD CHRISTMAS VILLAGE,96.0,3.0,3162.0,2.9456888616139922
GOLD EAR MUFF HEADPHONES,1.0,1.0,32.0,2.941176470588235
SCOTTIE DOG HOT WATER BOTTLE,129.0,7.0,4259.0,2.939166097060834
FRENCH LATTICE CUSHION COVER ,12.0,1.0,396.0,2.93398533007335
JAM MAKING SET WITH JARS,246.0,86.0,8162.0,2.9254370317516947
FAWN BLUE HOT WATER BOTTLE,88.0,7.0,2925.0,2.9197080291970803
SET OF 36 PAISLEY FLOWER DOILIES,61.0,6.0,2036.0,2.9075309818875117
HOME SWEET HOME BLACKBOARD,29.0,14.0,969.0,2.902902902902903
REGENCY SUGAR BOWL GREEN,88.0,17.0,2956.0,2.889983579638752
BLACK PIRATE TREASURE CHEST,13.0,2.0,437.0,2.882483370288248
VINTAGE UNION JACK PENNANT,22.0,5.0,742.0,2.8758169934640523
WHITE WIRE EGG HOLDER,9.0,2.0,303.0,2.8753993610223643
STORAGE TIN HOME SWEET HOME,7.0,3.0,237.0,2.857142857142857
MEDINA STAMPED METAL STOOL,1.0,1.0,33.0,2.857142857142857
SINGLE WIRE HOOK PINK HEART,12.0,1.0,407.0,2.857142857142857
SET/4 BLUE FLOWER CANDLES IN BOWL,4.0,3.0,135.0,2.857142857142857
JUMBO BAG WOODLAND ANIMALS,240.0,9.0,8187.0,2.8476506881822496
JUMBO BAG 50'S CHRISTMAS ,262.0,7.0,8954.0,2.842573505479006
DECORATION SITTING BUNNY,39.0,1.0,1335.0,2.8363636363636364
SET OF 10 LED DOLLY LIGHTS,64.0,18.0,2194.0,2.83311199645861
FRAPPUCINO SCARF KNITTING KIT,9.0,1.0,308.0,2.8301886792452833
BROCANTE COAT RACK,6.0,4.0,205.0,2.8301886792452833
LUNCH BOX I LOVE LONDON,322.0,18.0,11094.0,2.8203556100551808
PAPER CHAIN KIT 50'S CHRISTMAS ,453.0,10.0,15617.0,2.8187418331155496
JUMBO STORAGE BAG SUKI,334.0,17.0,11516.0,2.8183275672938994
SET/3 CHRISTMAS DECOUPAGE CANDLES,24.0,1.0,827.0,2.8169014084507045
EUCALYPTUS & PINECONE  WREATH,9.0,2.0,311.0,2.803738317757009
JUNGLE POPSICLES ICE LOLLY MOULDS,24.0,1.0,833.0,2.797202797202797
RED VINTAGE SPOT BEAKER,51.0,2.0,1782.0,2.7808069792802614
WALL ART HORSE & PONY ,6.0,1.0,209.0,2.7777777777777777
ZINC BOX SIGN HOME,4.0,1.0,139.0,2.7777777777777777
FAIRY CAKES NOTEBOOK A7 SIZE,48.0,2.0,1684.0,2.7697634160415463
ANGEL DECORATION STARS ON DRESS,70.0,3.0,2459.0,2.766798418972332
BIG DOUGHNUT FRIDGE MAGNETS,36.0,1.0,1266.0,2.762854950115119
POLYESTER FILLER PAD 40x40cm,44.0,3.0,1551.0,2.756892230576441
LARGE CAKE STAND  HANGING STRAWBERY,16.0,15.0,565.0,2.7491408934707904
DECORATIVE PLANT POT WITH FRIEZE,2.0,1.0,70.0,2.73972602739726
